ktime,container,node,io_usage,time,pids,ram_limit,cpu_percent,io_limit,network_limit,network_usage,ram_usage,customer_id,application_id
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966520424,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966520424,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966520424,26,73065983639.552,1.08,0,14880,34800,416913817.6,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966520424,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966520424,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966520424,1,11390253268.992,6.85,8720000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966520425,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,220000000,1574966520425,3,73065983639.552,0.51,0,17920,49520,129184563.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,51040000,1574966520917,3,73065983639.552,0.54,0,0,23280,125829120,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966520917,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966520917,11,73065983639.552,0.06,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966520917,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966520917,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966520917,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966520917,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966520917,26,73065983639.552,1.08,0,14880,34800,416913817.6,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966520917,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966520917,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966520918,1,11390253268.992,6.85,8720000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966520918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,220000000,1574966520918,3,73065983639.552,0.51,0,17920,49520,129184563.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,55680000,1574966521418,3,73065983639.552,0.44,0,0,23280,127255183.36,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966521418,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966521418,11,73065983639.552,0.06,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966521418,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966521418,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966521418,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966521418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966521418,26,73065983639.552,1.07,0,14880,36240,418088222.72,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966521418,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966521418,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966521418,1,11390253268.992,2.99,9040000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966521418,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,230400000,1574966521419,3,73065983639.552,0.39,0,17920,49520,130023424,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,55680000,1574966521918,3,73065983639.552,0.44,0,0,23280,127255183.36,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966521919,2,73065983639.552,0.01,0,0,24640,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966521919,11,73065983639.552,0.06,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966521919,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966521919,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966521919,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966521919,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966521919,26,73065983639.552,1.07,0,14880,36240,418088222.72,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966521919,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966521919,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966521919,1,11390253268.992,2.99,9040000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966521919,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,230400000,1574966521919,3,73065983639.552,0.39,0,17920,49520,130023424,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,57840000,1574966522417,3,73065983639.552,1.47,0,0,23280,132707778.56,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966522417,2,73065983639.552,0.01,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966522417,11,73065983639.552,0.02,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966522417,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966522417,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966522418,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966522418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966522418,26,73065983639.552,1.07,0,14880,36240,418088222.72,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966522418,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966522418,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966522418,1,11390253268.992,9.95,10320000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966522418,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,230400000,1574966522418,3,73065983639.552,0.39,0,17920,49520,130023424,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,57840000,1574966522917,3,73065983639.552,1.47,0,0,23280,132707778.56,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966522917,2,73065983639.552,0.01,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966522917,11,73065983639.552,0.02,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966522917,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966522917,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966522918,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966522918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966522918,26,73065983639.552,1.11,0,15440,36640,419765944.32,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966522918,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966522918,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966522918,1,11390253268.992,9.95,10320000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966522918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,232800000,1574966522918,3,73065983639.552,1.68,0,18400,50160,135476019.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,57840000,1574966523421,3,73065983639.552,1.47,0,0,23280,132707778.56,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966523421,2,73065983639.552,0.01,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966523421,11,73065983639.552,0.02,589600,10160,33360,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966523422,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966523422,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966523422,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966523422,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966523422,26,73065983639.552,1.11,0,15440,36640,419765944.32,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966523422,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966523422,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966523422,1,11390253268.992,9.95,10320000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966523422,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,232800000,1574966523422,3,73065983639.552,1.68,0,18400,50160,135476019.2,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,58880000,1574966523918,3,73065983639.552,0.75,0,0,23280,136398766.08,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966523918,2,73065983639.552,0.02,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966523918,11,73065983639.552,0.05,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966523918,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966523918,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966523918,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966523918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966523918,26,73065983639.552,0.81,0,16640,37520,422114754.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966523918,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966523918,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966523918,1,11390253268.992,5.72,11040000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966523918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,235200000,1574966523918,3,73065983639.552,1.02,0,19680,51920,142354677.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,58880000,1574966524420,3,73065983639.552,0.75,0,0,23280,136398766.08,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966524420,2,73065983639.552,0.02,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966524420,11,73065983639.552,0.05,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966524420,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966524420,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966524420,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966524421,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966524421,26,73065983639.552,0.81,0,16640,37520,422114754.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966524421,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966524421,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966524421,1,11390253268.992,5.72,11040000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966524421,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,235200000,1574966524421,3,73065983639.552,1.02,0,19680,51920,142354677.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,58880000,1574966524919,3,73065983639.552,0.75,0,0,23280,136398766.08,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966524919,2,73065983639.552,0.04,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966524919,11,73065983639.552,0.05,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966524919,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966524919,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966524919,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966524919,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966524919,26,73065983639.552,0.81,0,16640,37520,422114754.56,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966524919,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966524919,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966524920,1,11390253268.992,5.72,11040000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966524920,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,235200000,1574966524920,3,73065983639.552,1.02,0,19680,51920,142354677.76,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,62160000,1574966525417,3,73065983639.552,1.53,0,0,24080,144871260.16,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966525417,2,73065983639.552,0.04,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966525418,11,73065983639.552,0.04,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966525418,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966525418,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966525418,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966525418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966525418,26,73065983639.552,1.21,0,16640,37520,424547450.88,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966525418,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966525418,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966525418,1,11390253268.992,10.79,12640000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966525418,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,236800000,1574966525418,3,73065983639.552,0.96,0,19680,51920,147136184.32,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,62160000,1574966525931,3,73065983639.552,1.53,0,0,24080,144871260.16,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966525931,2,73065983639.552,0.04,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966525931,11,73065983639.552,0.04,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966525931,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966525931,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966525931,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966525931,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966525931,26,73065983639.552,1.21,0,16640,37520,424547450.88,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966525931,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966525931,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966525931,1,11390253268.992,10.79,12640000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966525931,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,236800000,1574966525931,3,73065983639.552,0.96,0,19680,51920,147136184.32,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,62160000,1574966526417,3,73065983639.552,1.53,0,0,24080,144871260.16,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966526417,2,73065983639.552,0.04,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966526417,11,73065983639.552,0.02,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966526417,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966526417,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966526417,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966526418,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966526419,26,73065983639.552,0.65,0,16640,37520,424882995.2,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966526419,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966526419,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966526419,1,11390253268.992,10.79,12640000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966526419,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,238400000,1574966526419,3,73065983639.552,1.15,0,19680,51920,151833804.8,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,68000000,1574966526918,3,73065983639.552,0.63,0,0,24640,149988311.04,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966526918,2,73065983639.552,0.01,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966526918,11,73065983639.552,0.02,589600,10720,33760,251658240,-,-
,1d1a77a500f9,953mxmlwyvltfrx88ujlpkx3k,4000000,1574966526918,1,11596411699.2,0,4168000000,0,25040,7069918822.4,Teknosa,PckasaPrelive
,4cc3cf79a2c4,953mxmlwyvltfrx88ujlpkx3k,4456000,1574966526918,1,175992995.84,0,356000000,0,25040,128765132.8,Vatan,Edefter
,abbf5599c150,953mxmlwyvltfrx88ujlpkx3k,0,1574966526918,1,3999688294.4,0,0,0,25040,1257452339.2,Bimeks,SapErp
,1cb4575d17f4,953mxmlwyvltfrx88ujlpkx3k,71440000,1574966526918,1,679980564.48,0,367200000,0,26800,485364858.88,Vatan,Sale001
,2eeb54d55f3b,953mxmlwyvltfrx88ujlpkx3k,1016000000,1574966526918,26,73065983639.552,0.65,0,16640,37520,424882995.2,-,-
,7437635703d2,953mxmlwyvltfrx88ujlpkx3k,5176000,1574966526918,1,520009809.92,0,1376000000,0,25040,471523655.68,Bimeks,Cusotmer001
,01f13e58f338,953mxmlwyvltfrx88ujlpkx3k,4064000,1574966526918,1,1599707545.6,0,528800000,0,25040,910163968,Vatan,Fin002
,6ffd41e1fbc1,953mxmlwyvltfrx88ujlpkx3k,2360000,1574966526918,1,11390253268.992,8.8,14000000000,0,25040,11390253268.992,Teknosa,WeblogicLive
,f06963f3ad95,953mxmlwyvltfrx88ujlpkx3k,0,1574966526918,1,4999610368,0,0,0,25040,2459539865.6,Teknosa,Zeugma
,bca9d260c15b,953mxmlwyvltfrx88ujlpkx3k,238400000,1574966526918,3,73065983639.552,1.15,0,19680,51920,151833804.8,-,-
,6a5af19b5b83,953mxmlwyvltfrx88ujlpkx3k,68000000,1574966527418,3,73065983639.552,0.63,0,0,24640,149988311.04,-,-
,5d2823fff256,953mxmlwyvltfrx88ujlpkx3k,188000000,1574966527418,2,73065983639.552,0.01,0,0,25520,371112017.92,-,-
,2a92371640c3,953mxmlwyvltfrx88ujlpkx3k,424000000,1574966527418,11,73065983639.552,0.02,589600,10720,33760,251658240,-,-
